InvoiceNo,CustomerID,Country,StockCode,Description,Quantity,UnitPrice,Revenue,Year,Month
561712,14499.0,United Kingdom,23154,SET OF 4 JAM JAR MAGNETS,2,2.08,4.16,2011,7
546136,,United Kingdom,22161,HEART DECORATION RUSTIC HANGING ,4,0.79,3.16,2011,3
542929,17811.0,United Kingdom,21930,JUMBO STORAGE BAG SKULLS,10,1.95,19.5,2011,2
542601,16897.0,United Kingdom,85053,FRENCH ENAMEL CANDLEHOLDER,2,2.1,4.2,2011,1
546406,,United Kingdom,21169,YOU'RE CONFUSING ME METAL SIGN ,1,4.13,4.13,2011,3
548191,,United Kingdom,85186A,EASTER BUNNY GARLAND OF FLOWERS,8,0.83,6.64,2011,3
556812,,United Kingdom,79190A,RETRO PLASTIC 70'S TRAY,1,0.83,0.83,2011,6
560434,,United Kingdom,21470,FLOWER VINE RAFFIA FOOD COVER,1,3.29,3.29,2011,7
557639,12933.0,United Kingdom,23310,BUBBLEGUM RING ASSORTED,36,0.42,15.12,2011,6
545464,,United Kingdom,35961,FOLKART ZINC HEART CHRISTMAS DEC,1,1.63,1.63,2011,3
571441,14096.0,United Kingdom,22147,FELTCRAFT BUTTERFLY HEARTS,5,3.29,16.45,2011,10
539446,12705.0,Germany,22837,HOT WATER BOTTLE BABUSHKA ,8,4.65,37.2,2010,12
561704,14606.0,United Kingdom,21172,PARTY METAL SIGN ,1,1.45,1.45,2011,7
557007,12484.0,Spain,21122,SET/10 PINK POLKADOT PARTY CANDLES,10,1.25,12.5,2011,6
561513,,United Kingdom,21169,YOU'RE CONFUSING ME METAL SIGN ,1,4.13,4.13,2011,7
541486,18109.0,United Kingdom,21911,GARDEN METAL SIGN ,3,1.65,4.949999999999999,2011,1
570754,12633.0,Germany,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,4,3.29,13.16,2011,10
571257,,United Kingdom,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,2,3.29,6.58,2011,10
555368,13437.0,United Kingdom,23091,ZINC HERB GARDEN CONTAINER,3,6.25,18.75,2011,6
538349,,United Kingdom,22224,WHITE LOVEBIRD LANTERN,1,5.91,5.91,2010,12
577490,16464.0,United Kingdom,21790,VINTAGE SNAP CARDS,14,0.85,11.9,2011,11
575955,14044.0,United Kingdom,35961,FOLKART ZINC HEART CHRISTMAS DEC,4,0.85,3.4,2011,11
554556,13098.0,United Kingdom,48116,DOORMAT MULTICOLOUR STRIPE,10,6.75,67.5,2011,5
544586,17338.0,United Kingdom,10133,COLOURING PENCILS BROWN TUBE,4,0.85,3.4,2011,2
571046,18096.0,United Kingdom,22737,RIBBON REEL CHRISTMAS PRESENT ,1,1.65,1.65,2011,10
545085,15039.0,United Kingdom,21557,SET OF 6 FUNKY BEAKERS,2,2.95,5.9,2011,2
564565,14911.0,EIRE,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,24,0.85,20.4,2011,8
540821,,United Kingdom,22263,FELT EGG COSY LADYBIRD ,2,0.81,1.62,2011,1
570095,12528.0,Germany,48185,DOORMAT FAIRY CAKE,4,8.25,33.0,2011,10
541813,18239.0,United Kingdom,21107,CREAM SLICE FLANNEL PINK SPOT ,6,2.95,17.700000000000003,2011,1
542115,,United Kingdom,48111,DOORMAT 3 SMILEY CATS,1,14.13,14.13,2011,1
561642,17965.0,United Kingdom,23238,SET OF 4 KNICK KNACK TINS LONDON ,1,4.15,4.15,2011,7
576374,13777.0,United Kingdom,21107,CREAM SLICE FLANNEL PINK SPOT ,60,2.55,153.0,2011,11
551547,,United Kingdom,22110,BIRD HOUSE HOT WATER BOTTLE,1,7.46,7.46,2011,5
539840,12383.0,Belgium,20974,12 PENCILS SMALL TUBE SKULL,24,0.65,15.600000000000001,2010,12
566938,14557.0,United Kingdom,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,40,2.55,102.0,2011,9
559038,,United Kingdom,22068,BLACK PIRATE TREASURE CHEST,2,4.13,8.26,2011,7
542538,15079.0,United Kingdom,22918,HERB MARKER PARSLEY,12,0.65,7.800000000000001,2011,1
547058,14232.0,United Kingdom,82011A,"BATHROOM SCALES, TROPICAL BEACH",2,3.75,7.5,2011,3
580908,16495.0,United Kingdom,21584,RETROSPOT SMALL TUBE MATCHES,2,1.65,3.3,2011,12
537666,,United Kingdom,20992,JAZZ HEARTS PURSE NOTEBOOK,4,1.66,6.64,2010,12
562445,12417.0,Belgium,23286,BLUE VINTAGE SPOT BEAKER,8,0.85,6.8,2011,8
551468,,United Kingdom,22098,BOUDOIR SQUARE TISSUE BOX,2,2.46,4.92,2011,4
562031,16984.0,United Kingdom,23245,SET OF 3 REGENCY CAKE TINS,1,4.95,4.95,2011,8
573286,,Switzerland,21156,RETROSPOT CHILDRENS APRON,1,1.95,1.95,2011,10
560539,16745.0,United Kingdom,85099F,JUMBO BAG STRAWBERRY,10,2.08,20.8,2011,7
574321,16016.0,United Kingdom,22946,WOODEN ADVENT CALENDAR CREAM,2,16.95,33.9,2011,11
536544,,United Kingdom,22549,PICTURE DOMINOES,1,3.36,3.36,2010,12
540647,17406.0,United Kingdom,22666,RECIPE BOX PANTRY YELLOW DESIGN,4,2.95,11.8,2011,1
536537,15922.0,United Kingdom,20867,PINK ROSE FABRIC MIRROR,36,1.25,45.0,2010,12
566446,,United Kingdom,22464,HANGING METAL HEART LANTERN,2,3.29,6.58,2011,9
579792,12714.0,France,23211,RED ROCKING HORSE HAND PAINTED,24,1.25,30.0,2011,11
563438,13743.0,United Kingdom,22560,TRADITIONAL MODELLING CLAY,24,1.25,30.0,2011,8
552825,15296.0,United Kingdom,20725,LUNCH BAG RED RETROSPOT,10,1.65,16.5,2011,5
536544,,United Kingdom,22876,NUMBER TILE COTTAGE GARDEN 8,1,4.21,4.21,2010,12
572741,14341.0,United Kingdom,23370,SET 36 COLOURING PENCILS DOILY,16,1.25,20.0,2011,10
579786,12524.0,Germany,22327,ROUND SNACK BOXES SET OF 4 SKULLS,48,2.55,122.39999999999999,2011,11
540278,15719.0,United Kingdom,82482,WOODEN PICTURE FRAME WHITE FINISH,2,2.55,5.1,2011,1
547664,13069.0,United Kingdom,37482P,CUBIC MUG PINK POLKADOT,6,0.39,2.34,2011,3
546406,,United Kingdom,21846,PINK DIAMANTE PEN IN GIFT BOX,1,4.13,4.13,2011,3
554102,14647.0,United Kingdom,22931,BAKING MOULD HEART WHITE CHOCOLATE,2,2.55,5.1,2011,5
556915,15036.0,United Kingdom,21213,PACK OF 72 SKULL CAKE CASES,1,0.55,0.55,2011,6
571219,15601.0,United Kingdom,22630,DOLLY GIRL LUNCH BOX,12,1.95,23.4,2011,10
546896,,United Kingdom,82494L,WOODEN FRAME ANTIQUE WHITE ,1,7.46,7.46,2011,3
555581,13865.0,United Kingdom,23091,ZINC HERB GARDEN CONTAINER,3,6.25,18.75,2011,6
567200,16460.0,United Kingdom,22417,PACK OF 60 SPACEBOY CAKE CASES,24,0.55,13.200000000000001,2011,9
539437,,United Kingdom,90027B,GLASS BEAD HOOP EARRINGS MONTANA,1,2.96,2.96,2010,12
545687,17769.0,United Kingdom,22933,BAKING MOULD EASTER EGG MILK CHOC,3,2.95,8.850000000000001,2011,3
546855,18168.0,United Kingdom,21217,RED RETROSPOT ROUND CAKE TINS,2,9.95,19.9,2011,3
565840,,United Kingdom,23198,PANTRY MAGNETIC  SHOPPING LIST,1,3.29,3.29,2011,9
568895,15356.0,United Kingdom,22998,TRAVEL CARD WALLET KEEP CALM,2,0.42,0.84,2011,9
578270,14096.0,United Kingdom,22589,CARDHOLDER GINGHAM STAR,3,4.96,14.879999999999999,2011,11
563565,17338.0,United Kingdom,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,2,3.29,6.58,2011,8
578347,,United Kingdom,22308,TEA COSY BLUE STRIPE,1,4.96,4.96,2011,11
542617,17463.0,United Kingdom,22558,CLOTHES PEGS RETROSPOT PACK 24 ,2,1.49,2.98,2011,1
573300,16049.0,United Kingdom,21905,MORE BUTTER METAL SIGN ,2,0.79,1.58,2011,10
581225,17677.0,United Kingdom,23581,JUMBO BAG PAISLEY PARK,100,1.79,179.0,2011,12
578521,17812.0,United Kingdom,20718,RED RETROSPOT SHOPPER BAG,10,1.25,12.5,2011,11
552312,13427.0,United Kingdom,22156,HEART DECORATION WITH PEARLS ,12,0.85,10.2,2011,5
578285,12748.0,United Kingdom,21990,MODERN FLORAL STATIONERY SET,1,1.25,1.25,2011,11
541225,14099.0,United Kingdom,84050,PINK HEART SHAPE EGG FRYING PAN,13,1.65,21.45,2011,1
557020,13246.0,United Kingdom,23321,SMALL WHITE HEART OF WICKER,10,1.65,16.5,2011,6
560820,17811.0,United Kingdom,22904,CALENDAR PAPER CUT DESIGN,10,2.95,29.5,2011,7
570087,,United Kingdom,23204,CHARLOTTE BAG APPLES DESIGN,12,2.46,29.52,2011,10
540750,16351.0,United Kingdom,20711,JUMBO BAG TOYS ,10,1.95,19.5,2011,1
577531,,United Kingdom,22699,ROSES REGENCY TEACUP AND SAUCER ,7,5.79,40.53,2011,11
540821,,United Kingdom,37482P,CUBIC MUG PINK POLKADOT,1,5.91,5.91,2011,1
567873,13055.0,United Kingdom,23274,STAR T-LIGHT HOLDER WILLIE WINKIE,12,1.65,19.799999999999997,2011,9
568703,12748.0,United Kingdom,22900,SET 2 TEA TOWELS I LOVE LONDON ,5,3.25,16.25,2011,9
579516,17841.0,United Kingdom,23265,SET OF 3 WOODEN TREE DECORATIONS,3,1.25,3.75,2011,11
579787,,United Kingdom,22952,60 CAKE CASES VINTAGE CHRISTMAS,3,1.25,3.75,2011,11
544064,17114.0,United Kingdom,48138,DOORMAT UNION FLAG,1,7.95,7.95,2011,2
553189,15033.0,United Kingdom,47591D,PINK FAIRY CAKE CHILDRENS APRON,2,1.95,3.9,2011,5
553660,14620.0,United Kingdom,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,2.95,17.700000000000003,2011,5
544153,15356.0,United Kingdom,21908,CHOCOLATE THIS WAY METAL SIGN,2,2.1,4.2,2011,2
545577,14702.0,United Kingdom,85049F,BABY BOOM RIBBONS ,2,1.25,2.5,2011,3
559914,,United Kingdom,20711,JUMBO BAG TOYS ,3,4.13,12.39,2011,7
556104,13875.0,United Kingdom,21212,PACK OF 72 RETROSPOT CAKE CASES,24,0.55,13.200000000000001,2011,6
551686,13668.0,United Kingdom,23156,SET OF 5 MINI GROCERY MAGNETS,12,2.08,24.96,2011,5
549116,16670.0,United Kingdom,22212,FOUR HOOK  WHITE LOVEBIRDS,6,2.1,12.600000000000001,2011,4
569528,16242.0,United Kingdom,22633,HAND WARMER UNION JACK,5,2.1,10.5,2011,10
566085,17841.0,United Kingdom,84375,SET OF 20 KIDS COOKIE CUTTERS,1,2.1,2.1,2011,9
543653,14796.0,United Kingdom,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4,1.45,5.8,2011,2
555275,,United Kingdom,85116,BLACK CANDELABRA T-LIGHT HOLDER,12,1.63,19.56,2011,6
541843,13659.0,United Kingdom,21985,PACK OF 12 HEARTS DESIGN TISSUES ,12,0.29,3.4799999999999995,2011,1
539958,,United Kingdom,85173,SET/6 FROG PRINCE T-LIGHT CANDLES,1,2.51,2.51,2010,12
565840,,United Kingdom,22090,PAPER BUNTING RETROSPOT,2,5.79,11.58,2011,9
566534,,United Kingdom,20723,STRAWBERRY CHARLOTTE BAG,21,2.46,51.66,2011,9
571441,14096.0,United Kingdom,85014B,RED RETROSPOT UMBRELLA,3,12.46,37.38,2011,10
556267,13694.0,United Kingdom,21636,MADRAS NOTEBOOK MEDIUM,120,0.75,90.0,2011,6
547062,16728.0,United Kingdom,35810B,ENAMEL BLUE RIM COFFEE CONTAINER,3,0.83,2.4899999999999998,2011,3
556813,,United Kingdom,22303,COFFEE MUG APPLES DESIGN,1,4.96,4.96,2011,6
559809,16409.0,United Kingdom,21175,GIN + TONIC DIET METAL SIGN,2,2.55,5.1,2011,7
576275,17044.0,United Kingdom,21485,RETROSPOT HEART HOT WATER BOTTLE,48,4.25,204.0,2011,11
544812,,United Kingdom,22227,HANGING HEART MIRROR DECORATION ,2,1.25,2.5,2011,2
571679,14159.0,United Kingdom,20728,LUNCH BAG CARS BLUE,1,1.65,1.65,2011,10
575176,,United Kingdom,21980,PACK OF 12 RED RETROSPOT TISSUES ,3,0.83,2.4899999999999998,2011,11
547385,,United Kingdom,37446,MINI CAKE STAND WITH HANGING CAKES,1,3.29,3.29,2011,3
557129,17841.0,United Kingdom,22499,WOODEN UNION JACK BUNTING,2,5.95,11.9,2011,6
537335,15048.0,United Kingdom,22747,POPPY'S PLAYHOUSE BATHROOM,1,2.1,2.1,2010,12
542347,12826.0,United Kingdom,16161U,WRAP SUKI AND FRIENDS,25,0.42,10.5,2011,1
565445,13548.0,United Kingdom,23334,IVORY WICKER HEART SMALL,5,0.63,3.15,2011,9
545216,,United Kingdom,22192,BLUE DINER WALL CLOCK,1,16.63,16.63,2011,2
558640,14911.0,EIRE,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,0.85,10.2,2011,7
574509,16012.0,United Kingdom,23368,SET 12 COLOUR PENCILS DOLLY GIRL ,3,0.65,1.9500000000000002,2011,11
544817,12437.0,France,22133,PINK LOVE HEART SHAPE CUP,12,0.85,10.2,2011,2
551547,,United Kingdom,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,2,4.13,8.26,2011,5
565595,13192.0,United Kingdom,22562,MONSTERS STENCIL CRAFT,12,1.25,15.0,2011,9
550214,,United Kingdom,21755,LOVE BUILDING BLOCK WORD,1,11.63,11.63,2011,4
570197,13755.0,United Kingdom,22662,LUNCH BAG DOLLY GIRL DESIGN,4,1.65,6.6,2011,10
541421,,United Kingdom,21802,CHRISTMAS TREE HEART DECORATION,6,0.42,2.52,2011,1
549542,15311.0,United Kingdom,22558,CLOTHES PEGS RETROSPOT PACK 24 ,2,1.65,3.3,2011,4
561911,12534.0,Germany,21498,RED RETROSPOT WRAP ,25,0.42,10.5,2011,8
550637,14415.0,United Kingdom,23201,JUMBO BAG ALPHABET,5,2.08,10.4,2011,4
572550,,United Kingdom,21374,MIRRORED WALL ART SKULLS,1,7.46,7.46,2011,10
574958,14050.0,United Kingdom,22434,BALLOON PUMP WITH 10 BALLOONS,8,1.95,15.6,2011,11
578275,15916.0,United Kingdom,21485,RETROSPOT HEART HOT WATER BOTTLE,1,4.95,4.95,2011,11
569030,17450.0,United Kingdom,21523,DOORMAT FANCY FONT HOME SWEET HOME,40,8.0,320.0,2011,9
549988,14367.0,United Kingdom,84030E,ENGLISH ROSE HOT WATER BOTTLE,2,4.25,8.5,2011,4
566047,17370.0,United Kingdom,22467,GUMBALL COAT RACK,6,2.55,15.299999999999999,2011,9
544586,17338.0,United Kingdom,22913,RED COAT RACK PARIS FASHION,2,4.95,9.9,2011,2
567525,18241.0,United Kingdom,21174,POTTERING IN THE SHED METAL SIGN,12,2.08,24.96,2011,9
567610,17511.0,United Kingdom,23301,GARDENERS KNEELING PAD KEEP CALM ,48,1.45,69.6,2011,9
559679,15265.0,United Kingdom,23049,RECYCLED ACAPULCO MAT RED,2,8.25,16.5,2011,7
552883,14646.0,Netherlands,23206,LUNCH BAG APPLE DESIGN,100,1.45,145.0,2011,5
563753,12513.0,France,22384,LUNCH BAG PINK POLKADOT,10,1.65,16.5,2011,8
564838,,United Kingdom,22446,PIN CUSHION BABUSHKA PINK,1,2.46,2.46,2011,8
575837,12748.0,United Kingdom,21175,GIN + TONIC DIET METAL SIGN,1,2.55,2.55,2011,11
580304,18055.0,United Kingdom,22144,CHRISTMAS CRAFT LITTLE FRIENDS,6,2.1,12.600000000000001,2011,12
558099,17593.0,United Kingdom,21136,PAINTED METAL PEARS ASSORTED,16,1.69,27.04,2011,6
580983,,United Kingdom,23169,CLASSIC GLASS COOKIE JAR,1,8.29,8.29,2011,12
546440,16871.0,United Kingdom,22766,PHOTO FRAME CORNICE,8,2.95,23.6,2011,3
543108,14085.0,United Kingdom,21284,RETROSPOT CANDLE  SMALL,6,1.69,10.14,2011,2
536602,17850.0,United Kingdom,21068,VINTAGE BILLBOARD LOVE/HATE MUG,6,1.06,6.36,2010,12
559986,15256.0,United Kingdom,20725,LUNCH BAG RED RETROSPOT,10,1.65,16.5,2011,7
567369,17527.0,United Kingdom,85032D,YULETIDE IMAGES GIFT WRAP SET,24,0.65,15.600000000000001,2011,9
543733,12395.0,Belgium,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,24,0.42,10.08,2011,2
565471,13931.0,United Kingdom,85099B,JUMBO BAG RED RETROSPOT,10,2.08,20.8,2011,9
573038,17545.0,United Kingdom,23556,LANDMARK FRAME COVENT GARDEN ,1,12.5,12.5,2011,10
554158,15563.0,United Kingdom,20684,STRAWBERRY DREAM CHILDS UMBRELLA,2,3.25,6.5,2011,5
537434,,United Kingdom,21993,FLORAL FOLK STATIONERY SET,6,2.51,15.059999999999999,2010,12
581492,,United Kingdom,20724,RED RETROSPOT CHARLOTTE BAG,4,1.63,6.52,2011,12
576329,,United Kingdom,21935,SUKI  SHOULDER BAG,7,1.63,11.41,2011,11
542408,13280.0,United Kingdom,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,2.55,15.299999999999999,2011,1
537158,16393.0,United Kingdom,22900, SET 2 TEA TOWELS I LOVE LONDON ,6,2.95,17.700000000000003,2010,12
555835,14525.0,United Kingdom,23298,SPOTTY BUNTING,2,4.95,9.9,2011,6
540508,14810.0,United Kingdom,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,2,0.85,1.7,2011,1
565778,17460.0,United Kingdom,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,6,2.95,17.700000000000003,2011,9
551258,12621.0,Germany,22621,TRADITIONAL KNITTING NANCY,12,1.65,19.799999999999997,2011,4
555278,,United Kingdom,23157,SET OF 6 NATIVITY MAGNETS ,1,4.13,4.13,2011,6
560711,17841.0,United Kingdom,20702,PINK PADDED MOBILE,1,4.25,4.25,2011,7
549307,15119.0,United Kingdom,84078A,SET/4 WHITE RETRO STORAGE CUBES ,1,39.95,39.95,2011,4
555850,16550.0,United Kingdom,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,2,0.85,1.7,2011,6
548164,,United Kingdom,37340,MULTICOLOUR SPRING FLOWER MUG,1,8.29,8.29,2011,3
572219,17463.0,United Kingdom,21314,SMALL GLASS HEART TRINKET POT,2,2.1,4.2,2011,10
537399,13030.0,United Kingdom,47369A,PINK GREEN EMBROIDERY COSMETIC BAG,2,2.95,5.9,2010,12
543461,,United Kingdom,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,8,4.13,33.04,2011,2
539955,,United Kingdom,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,4.21,8.42,2010,12
550656,17652.0,United Kingdom,23182,TOILET SIGN OCCUPIED OR VACANT,24,0.83,19.919999999999998,2011,4
577521,16411.0,United Kingdom,23439,HAND WARMER RED LOVE HEART,1,2.1,2.1,2011,11
540278,15719.0,United Kingdom,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,2,2.1,4.2,2011,1
558232,17841.0,United Kingdom,23196,RETRO LEAVES MAGNETIC NOTEPAD,1,1.45,1.45,2011,6
554520,17841.0,United Kingdom,23231,WRAP DOILEY DESIGN,25,0.42,10.5,2011,5
562717,,United Kingdom,20676,RED RETROSPOT BOWL,1,2.46,2.46,2011,8
552852,16712.0,United Kingdom,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,0.42,5.04,2011,5
538883,,United Kingdom,22898,CHILDRENS APRON APPLES DESIGN,1,4.21,4.21,2010,12
554694,,United Kingdom,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,32,1.63,52.16,2011,5
542796,17356.0,United Kingdom,21985,PACK OF 12 HEARTS DESIGN TISSUES ,12,0.29,3.4799999999999995,2011,2
558115,16003.0,United Kingdom,21916,SET 12 RETRO WHITE CHALK STICKS,24,0.42,10.08,2011,6
556085,,United Kingdom,20711,JUMBO BAG TOYS ,5,4.13,20.65,2011,6
560997,12627.0,Germany,85136C,RED SHARK HELICOPTER,2,7.95,15.9,2011,7
545683,14903.0,United Kingdom,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,1.25,15.0,2011,3
581219,,United Kingdom,22574,HEART WOODEN CHRISTMAS DECORATION,1,1.63,1.63,2011,12
563213,16115.0,United Kingdom,23300,GARDENERS KNEELING PAD CUP OF TEA ,3,1.65,4.949999999999999,2011,8
540685,,United Kingdom,22973,CHILDREN'S CIRCUS PARADE MUG,1,1.65,1.65,2011,1
580611,12748.0,United Kingdom,22493,PAINT YOUR OWN CANVAS SET,1,1.65,1.65,2011,12
579432,15311.0,United Kingdom,48188,DOORMAT WELCOME PUPPIES,1,8.25,8.25,2011,11
555275,,United Kingdom,23209,LUNCH BAG DOILEY PATTERN ,6,1.65,9.899999999999999,2011,6
574714,15427.0,United Kingdom,22406,MONEY BOX KINGS CHOICE DESIGN,1,1.25,1.25,2011,11
542373,16767.0,United Kingdom,22262,FELT EGG COSY CHICKEN,12,0.85,10.2,2011,1
559337,,United Kingdom,22209,WOOD STAMP SET HAPPY BIRTHDAY,4,0.83,3.32,2011,7
580729,,United Kingdom,23510,MINI PLAYING CARDS GYMKHANA,3,0.83,2.4899999999999998,2011,12
571945,17354.0,United Kingdom,23274,STAR T-LIGHT HOLDER WILLIE WINKIE,48,1.65,79.19999999999999,2011,10
541274,15696.0,United Kingdom,22627,MINT KITCHEN SCALES,2,8.5,17.0,2011,1
537852,17340.0,United Kingdom,82600,NO SINGING METAL SIGN,60,1.69,101.39999999999999,2010,12
570855,17314.0,United Kingdom,21485,RETROSPOT HEART HOT WATER BOTTLE,3,4.95,14.850000000000001,2011,10
563518,12421.0,Spain,37495,FAIRY CAKE BIRTHDAY CANDLE SET,4,3.75,15.0,2011,8
541999,,United Kingdom,22536,MAGIC DRAWING SLATE PURDEY,1,0.83,0.83,2011,1
542780,17675.0,United Kingdom,21175,GIN + TONIC DIET METAL SIGN,24,2.1,50.400000000000006,2011,2
552708,13487.0,United Kingdom,85099B,JUMBO BAG RED RETROSPOT,10,2.08,20.8,2011,5
566408,16984.0,United Kingdom,22363,GLASS JAR MARMALADE ,1,2.95,2.95,2011,9
545217,,United Kingdom,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,5.79,5.79,2011,2
565129,15719.0,United Kingdom,85099C,JUMBO  BAG BAROQUE BLACK WHITE,4,2.08,8.32,2011,9
557636,17841.0,United Kingdom,72369A,PINK CLEAR GLASS CANDLE PLATE,6,1.25,7.5,2011,6
551809,17511.0,United Kingdom,23284,DOORMAT KEEP CALM AND COME IN,10,6.75,67.5,2011,5
581256,,United Kingdom,20727,LUNCH BAG  BLACK SKULL.,8,4.96,39.68,2011,12
537666,,United Kingdom,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,17,5.91,100.47,2010,12
547860,17625.0,United Kingdom,22667,RECIPE BOX RETROSPOT ,1,2.95,2.95,2011,3
578067,,United Kingdom,22580,ADVENT CALENDAR GINGHAM SACK,7,4.13,28.91,2011,11
555159,15124.0,United Kingdom,22921,HERB MARKER CHIVES ,12,0.65,7.800000000000001,2011,6
556935,17651.0,United Kingdom,22621,TRADITIONAL KNITTING NANCY,12,1.65,19.799999999999997,2011,6
549300,13362.0,United Kingdom,22189,CREAM HEART CARD HOLDER,4,3.95,15.8,2011,4
564837,,United Kingdom,21770,OPEN CLOSED METAL SIGN,1,9.96,9.96,2011,8
571216,16081.0,United Kingdom,21232,STRAWBERRY CERAMIC TRINKET BOX,1,1.25,1.25,2011,10
580294,17364.0,United Kingdom,23313,VINTAGE CHRISTMAS BUNTING,5,4.95,24.75,2011,12
564632,16556.0,United Kingdom,23111,PARISIENNE SEWING BOX,1,12.5,12.5,2011,8
551776,13268.0,United Kingdom,21948,SET OF 6 CAKE CHOPSTICKS,2,1.25,2.5,2011,5
554520,17841.0,United Kingdom,22467,GUMBALL COAT RACK,1,2.55,2.55,2011,5
577485,16360.0,United Kingdom,20762,GREEN FERN SKETCHBOOK ,1,3.75,3.75,2011,11
566220,15251.0,United Kingdom,22622,BOX OF VINTAGE ALPHABET BLOCKS,6,11.95,71.69999999999999,2011,9
541971,,United Kingdom,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,1,2.46,2.46,2011,1
540680,15311.0,United Kingdom,20733,GOLD MINI TAPE MEASURE ,1,0.85,0.85,2011,1
580319,15078.0,United Kingdom,23358,HOT STUFF HOT WATER BOTTLE,18,1.25,22.5,2011,12
542999,,United Kingdom,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,10.79,10.79,2011,2
548636,15601.0,United Kingdom,21754,HOME BUILDING BLOCK WORD,3,5.95,17.85,2011,4
555841,14583.0,United Kingdom,21937,STRAWBERRY   PICNIC BAG,2,2.95,5.9,2011,6
548494,16698.0,United Kingdom,22148,EASTER CRAFT 4 CHICKS ,160,1.65,264.0,2011,3
543358,,United Kingdom,21361,LOVE LARGE WOOD LETTERS ,1,24.96,24.96,2011,2
573576,14096.0,United Kingdom,82567,"AIRLINE LOUNGE,METAL SIGN",1,1.63,1.63,2011,10
562104,,United Kingdom,21155,RED RETROSPOT PEG BAG,22,4.96,109.12,2011,8
544945,17735.0,United Kingdom,22993,SET OF 4 PANTRY JELLY MOULDS,12,1.25,15.0,2011,2
574744,16612.0,United Kingdom,23110,PARISIENNE KEY CABINET ,2,5.75,11.5,2011,11
539293,18223.0,United Kingdom,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,6,9.95,59.699999999999996,2010,12
537633,,United Kingdom,85049A,TRADITIONAL CHRISTMAS RIBBONS,1,1.25,1.25,2010,12
546388,,United Kingdom,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,4,2.46,9.84,2011,3
550618,14156.0,EIRE,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,0.55,13.200000000000001,2011,4
573564,16127.0,United Kingdom,85049E,SCANDINAVIAN REDS RIBBONS,12,1.25,15.0,2011,10
567668,,United Kingdom,23398,HANGING HEART BONHEUR,1,2.08,2.08,2011,9
543450,,United Kingdom,84378,SET OF 3 HEART COOKIE CUTTERS,2,3.29,6.58,2011,2
577697,15804.0,United Kingdom,84832,ZINC WILLIE WINKIE  CANDLE STICK,12,0.85,10.2,2011,11
537755,16525.0,United Kingdom,21621,VINTAGE UNION JACK BUNTING,6,8.5,51.0,2010,12
552234,,United Kingdom,22561,WOODEN SCHOOL COLOURING SET,1,3.29,3.29,2011,5
562574,14903.0,United Kingdom,21745,GAOLERS KEYS DECORATIVE GARDEN ,4,3.75,15.0,2011,8
579458,16549.0,United Kingdom,22571,ROCKING HORSE RED CHRISTMAS ,2,0.85,1.7,2011,11
571104,18130.0,United Kingdom,23352,ROLL WRAP 50'S RED CHRISTMAS ,12,1.25,15.0,2011,10
544089,,United Kingdom,22167, OVAL WALL MIRROR DIAMANTE ,1,8.29,8.29,2011,2
577358,,United Kingdom,23109,PACK OF SIX LED TEA LIGHTS,1,5.79,5.79,2011,11
569229,14502.0,United Kingdom,21035,SET/2 RED RETROSPOT TEA TOWELS ,1,3.25,3.25,2011,10
574917,14135.0,United Kingdom,22694,WICKER STAR ,60,1.85,111.0,2011,11
577535,14071.0,United Kingdom,23570,TRADITIONAL PICK UP STICKS GAME ,1,1.25,1.25,2011,11
555108,18231.0,United Kingdom,21621,VINTAGE UNION JACK BUNTING,3,8.5,25.5,2011,5
566733,15103.0,United Kingdom,22294,HEART FILIGREE DOVE  SMALL,24,1.25,30.0,2011,9
545571,17700.0,United Kingdom,22990,COTTON APRON PANTRY DESIGN,2,4.95,9.9,2011,3
544599,,United Kingdom,23006,TRAVEL CARD WALLET FLOWER MEADOW,1,0.83,0.83,2011,2
